Family	Model	Degrees of freedom	LnL	# sites (BEB pp > 0.95)	# sites (BEB pp > 0.99)	dN	dS	dN/dS	Num. sites (BEB pp > 0.95)	Num. sites (BEB pp > 0.99)	index	Likelihood_ratio	Significativo
F51520_MLIG_G1	M1	5.0	-1269.172123	0	0	0.0	0.0	0.0			11839	0.0	-
F51520_MLIG_G1	M2	7.0	-1269.172123	0	0	0.0	0.0	0.0	0.0	0.0	11839	0.0	-
F30628_MCOR_G1	M2	7.0	-86.23410799999999	0	0	0.0706	0.0334	2.1167	0.0	0.0	8369	0.42823800000002166	-
F30628_MCOR_G1	M1	5.0	-86.448227	0	0	0.0573	0.0573	1.0			8369	0.42823800000002166	-
F82256_MLIG_G1	M1	7.0	-1309.467981	0	0	0.0	0.0	0.2902			16951	0.000349999999798456	-
F82256_MLIG_G1	M2	9.0	-1309.467806	0	0	0.0	0.0	0.2914	0.0	0.0	16951	0.000349999999798456	-
F122904_MLIG_G1	M2	8.0	-438.706811	0	0	0.0	0.0	0.3599	0.0	0.0	3923	1.9999999949504854e-06	-
F122904_MLIG_G1	M1	6.0	-438.706812	0	0	0.0	0.0	0.3599			3923	1.9999999949504854e-06	-
F115174_MLIG_G1	M1	5.0	-710.849161	0	0	2.1254	2.1254	1.0			2539	0.11958000000004176	-
F115174_MLIG_G1	M2	7.0	-710.789371	0	0	2.4627	1.4353	1.7158	0.0	0.0	2539	0.11958000000004176	-
F1053_MLIG_G1	M1	5.0	-874.1896949999999	0	0	0.0229	0.0833	0.275			894	46.69590599999992	***
F1053_MLIG_G1	M2	7.0	-850.841742	0	0	1.5741	0.0239	65.7852	7.0	0.0	894	46.69590599999992	***
F95584_TREG_G1	M1	6.0	-887.096048	0	0	0.0	0.0	0.0388			19189	4.808326000000079	-
F95584_TREG_G1	M2	8.0	-884.691885	0	0	0.0	0.0	0.2493	0.0	0.0	19189	4.808326000000079	-
F22164_MLIG_G1	M2	7.0	-2437.323484	0	0	1.0145	100.5052	0.0101	0.0	0.0	6879	6.000000212225132e-06	-
F22164_MLIG_G1	M1	5.0	-2437.323487	0	0	1.0156	100.5005	0.0101			6879	6.000000212225132e-06	-
F70362_SMED_G1	M2	7.0	-397.74543700000004	0	0	0.0	0.0	13.9866	0.0	0.0	15009	5.82371999999998	-
F70362_SMED_G1	M1	5.0	-400.657297	0	0	0.0057	0.0287	0.19899999999999998			15009	5.82371999999998	-
F15243_SMED_G1	M2	8.0	-244.08567000000002	0	0	0.0	0.0	1.1921	0.0	0.0	5725	0.015397999999947842	-
F15243_SMED_G1	M1	6.0	-244.093369	0	0	0.0343	0.0343	1.0			5725	0.015397999999947842	-
F100196_HDIM_G1	M2	14.0	-2543.72965	0	0	16.6667	16.6667	1.0	0.0	0.0	41	-0.8899920000003476	-
F100196_HDIM_G1	M1	12.0	-2543.284654	0	0	0.0	0.0	1.0			41	-0.8899920000003476	-
F57938_MLIG_G1	M2	7.0	-239.723814	0	0	0.0	0.0	1.2403	0.0	0.0	12926	1.9999999949504854e-06	-
F57938_MLIG_G1	M1	5.0	-239.723815	0	0	0.0	0.0	1.0			12926	1.9999999949504854e-06	-
F18454_HDIM_G1	M2	7.0	-346.298101	0	0	0.0102	0.0415	0.2454	0.0	0.0	6257	7.999999979801942e-06	-
F18454_HDIM_G1	M1	5.0	-346.29810499999996	0	0	0.0124	0.0505	0.2454			6257	7.999999979801942e-06	-
F99000_MLIG_G1	M1	7.0	-1837.4003059999998	0	0	0.0	0.0	0.9344			19735	-0.00804000000061933	-
F99000_MLIG_G1	M2	9.0	-1837.404326	0	0	0.0	0.0	0.9992	0.0	0.0	19735	-0.00804000000061933	-
F78994_MLIG_G1	M2	7.0	-1323.481544	0	0	0.0	0.0	0.0	0.0	0.0	16420	0.00764000000026499	-
F78994_MLIG_G1	M1	5.0	-1323.4853640000001	0	0	0.0	0.003	0.0			16420	0.00764000000026499	-
F67137_MLIG_G1	M1	7.0	-1447.113033	0	0	0.0	0.0	0.4907			14501	0.0001800000004550384	-
F67137_MLIG_G1	M2	9.0	-1447.1129429999999	0	0	0.0	0.0	0.4908	0.0	0.0	14501	0.0001800000004550384	-
F74394_MLIG_G1	M2	7.0	-480.446279	0	0	0.0	0.0241	0.0	0.0	0.0	15646	0.00498800000002575	-
F74394_MLIG_G1	M1	5.0	-480.448773	0	0	0.0	0.0305	0.0			15646	0.00498800000002575	-
F87148_MLIG_G1	M2	8.0	-1069.775867	0	0	0.0	0.0041	0.0	0.0	0.0	17770	0.00012800000013157842	-
F87148_MLIG_G1	M1	6.0	-1069.7759310000001	0	0	0.0	0.0041	0.0			17770	0.00012800000013157842	-
F18680_MLIG_G1	M1	6.0	-1886.6800239999998	0	0	0.0039	0.0613	0.0636			6296	0.00011399999903005664	-
F18680_MLIG_G1	M2	8.0	-1886.6799670000003	0	0	0.0039	0.0613	0.0636	0.0	0.0	6296	0.00011399999903005664	-
F46991_MLIG_G1	M2	14.0	-364.501001	0	0	0.0	0.0	0.4645	0.0	0.0	11118	0.0	-
F46991_MLIG_G1	M1	12.0	-364.501001	0	0	0.0	0.0	0.4645			11118	0.0	-
F98711_TREG_G1	M2	9.0	-406.985273	0	0	0.0	0.0	0.9768	0.0	0.0	19686	5.231187999999975	-
F98711_TREG_G1	M1	7.0	-409.600867	0	0	0.0	0.0	0.2419			19686	5.231187999999975	-
F122404_MLIG_G1	M1	10.0	-3428.765624	0	0	0.0	0.0	0.1198			3838	0.000135999999656633	-
F122404_MLIG_G1	M2	12.0	-3428.7655560000003	0	0	0.0	0.0	0.1198	0.0	0.0	3838	0.000135999999656633	-
F13271_TASI_G1	M2	9.0	-497.111925	0	0	0.0	0.0	0.6069	0.0	0.0	5406	0.0	-
F13271_TASI_G1	M1	7.0	-497.111925	0	0	0.0	0.0	0.6081			5406	0.0	-
F96043_MLIG_G1	M2	8.0	-1789.653586	0	0	0.0	0.0	6.067	9.0	1.0	19261	48.715725999999904	***
F96043_MLIG_G1	M1	6.0	-1814.0114489999999	0	0	0.016	0.065	0.2457			19261	48.715725999999904	***
F105915_MLIG_G1	M1	5.0	-1446.273154	0	0	0.0025	0.0304	0.081			969	1.1999999969702912e-05	-
F105915_MLIG_G1	M2	7.0	-1446.273148	0	0	0.0	0.0	0.081	0.0	0.0	969	1.1999999969702912e-05	-
F104652_MLIG_G1	M2	8.0	-120.58769	0	0	0.0	0.0	999.0	0.0	0.0	761	0.588548000000003	-
F104652_MLIG_G1	M1	6.0	-120.881964	0	0	0.0	0.0	1.0			761	0.588548000000003	-
F44139_MLIG_G1	M2	8.0	-2152.032068	0	0	0.0026	0.0132	0.1952	0.0	0.0	10612	3.99999953515362e-06	-
F44139_MLIG_G1	M1	6.0	-2152.0320699999997	0	0	0.0026	0.0132	0.1952			10612	3.99999953515362e-06	-
F127991_TASI_G1	M2	7.0	-770.4254530000001	0	0	0.9047	0.0177	51.1297	38.0	35.0	4767	60.76203599999985	***
F127991_TASI_G1	M1	5.0	-800.806471	0	0	0.1562	0.3383	0.4617			4767	60.76203599999985	***
F80519_FHEP_G1	M2	7.0	-1315.821469	0	0	2.0065	83.2776	0.0241	0.0	0.0	16644	0.32591999999976906	-
F80519_FHEP_G1	M1	5.0	-1315.9844289999999	0	0	2.6627	2.6627	1.0			16644	0.32591999999976906	-
F1238_MLIG_G1	M1	6.0	-2392.218576	0	0	0.0	0.0	0.3012			4079	0.0011360000007698545	-
F1238_MLIG_G1	M2	8.0	-2392.218008	0	0	0.0	0.0	0.2982	0.0	0.0	4079	0.0011360000007698545	-
F38604_MLIG_G1	M1	5.0	-1718.637571	0	0	0.0023	0.0161	0.1421			9705	2.000000222324161e-06	-
F38604_MLIG_G1	M2	7.0	-1718.6375699999999	0	0	0.0	0.0	0.1421	0.0	0.0	9705	2.000000222324161e-06	-
F5176_MLIG_G1	M2	8.0	-2176.5793489999996	0	0	0.0	0.0	0.374	0.0	0.0	11883	0.0	-
F5176_MLIG_G1	M1	6.0	-2176.5793489999996	0	0	0.0	0.0	0.374			11883	0.0	-
F97479_MLIG_G1	M2	24.0	-2773.6027010000003	0	0	0.9329	0.9329	1.0	0.0	0.0	19488	0.002059999998891726	-
F97479_MLIG_G1	M1	22.0	-2773.6037309999997	0	0	0.9333	0.9333	1.0			19488	0.002059999998891726	-
F61038_MLIG_G1	M1	6.0	-2294.685041	0	0	0.0014	0.0256	0.0537			13434	0.8611600000003818	-
F61038_MLIG_G1	M2	8.0	-2294.254461	0	0	0.0	0.0	0.146	0.0	0.0	13434	0.8611600000003818	-
F124437_SMED_G1	M2	9.0	-1051.708254	0	0	0.13699999999999998	4.1394	0.0331	0.0	0.0	4164	-9.885433999999805	-
F124437_SMED_G1	M1	7.0	-1046.765537	0	0	6.3755	48.3924	0.1317			4164	-9.885433999999805	-
F100113_SMED_G1	M1	5.0	-126.759679	0	0	1.1218	1.1218	1.0			26	3.4941260000000227	-
F100113_SMED_G1	M2	7.0	-125.012616	0	0	19.6904	0.2639	74.6244	3.0	1.0	26	3.4941260000000227	-
F2384_HMIC_G1	M1	5.0	-998.052225	0	0	0.0032	0.0431	0.0743			7140	3.999999989900971e-05	-
F2384_HMIC_G1	M2	7.0	-998.0522050000001	0	0	0.0035	0.0466	0.0743	0.0	0.0	7140	3.999999989900971e-05	-
F117226_MLIG_G1	M1	6.0	-522.619532	0	0	0.0	0.0	0.7434			2891	5.999999984851456e-06	-
F117226_MLIG_G1	M2	8.0	-522.619529	0	0	0.0	0.0	0.8856	0.0	0.0	2891	5.999999984851456e-06	-
F32445_MLIG_G1	M2	8.0	-980.026859	0	0	0.0	0.0	0.0796	0.0	0.0	8687	-0.01499999999987267	-
F32445_MLIG_G1	M1	6.0	-980.019359	0	0	0.0	0.0	0.0828			8687	-0.01499999999987267	-
F2993_MLIG_G1	M1	5.0	-2851.8729559999997	0	0	0.0005	0.0005	1.0			8255	0.8970140000001265	-
F2993_MLIG_G1	M2	7.0	-2851.4244489999996	0	0	0.0	0.0	125.4646	0.0	0.0	8255	0.8970140000001265	-
F100560_MLIG_G1	M1	6.0	-1114.470546	0	0	0.0	0.0	0.2583			114	2.000000222324161e-06	-
F100560_MLIG_G1	M2	8.0	-1114.470545	0	0	0.0	0.0	0.2583	0.0	0.0	114	2.000000222324161e-06	-
F86682_SMED_G1	M1	5.0	-733.493335	0	0	0.1122	0.8047	0.1394			17680	0.0	-
F86682_SMED_G1	M2	7.0	-733.493335	0	0	0.1122	0.8047	0.1394	0.0	0.0	17680	0.0	-
F12299_MLIG_G1	M2	9.0	-1820.9920379999999	0	0	0.0	0.0	8.8648	31.0	11.0	3935	73.32423000000063	***
F12299_MLIG_G1	M1	7.0	-1857.6541530000002	0	0	0.0	0.0	0.4924			3935	73.32423000000063	***
F128653_MLIG_G1	M1	6.0	-791.373228	0	0	0.0018	0.0018	1.0			4885	0.03103200000009565	-
F128653_MLIG_G1	M2	8.0	-791.357712	0	0	0.0	0.0	1.2236	0.0	0.0	4885	0.03103200000009565	-
F15973_TREG_G1	M1	5.0	-252.07437799999997	0	0	0.0332	0.0454	0.7317			5857	0.0	-
F15973_TREG_G1	M2	7.0	-252.07437799999997	0	0	0.0332	0.0454	0.7317	0.0	0.0	5857	0.0	-
F72908_MLIG_G1	M1	6.0	-1565.253026	0	0	0.0	0.0	0.7434			15391	0.0003800000004048343	-
F72908_MLIG_G1	M2	8.0	-1565.252836	0	0	0.0	0.0	477.6253	0.0	0.0	15391	0.0003800000004048343	-
F109723_MLIG_G1	M1	6.0	-661.216219	0	0	0.0	0.0	0.18			1608	6.400000006578921e-05	-
F109723_MLIG_G1	M2	8.0	-661.216187	0	0	0.0	0.0	0.18	0.0	0.0	1608	6.400000006578921e-05	-
F24471_TREG_G1	M2	7.0	-1134.876027	0	0	0.0	0.0	19.8204	4.0	2.0	7245	47.76364400000011	***
F24471_TREG_G1	M1	5.0	-1158.757849	0	0	0.0042	0.0251	0.1685			7245	47.76364400000011	***
F89735_SMED_G1	M2	14.0	-747.8128889999999	0	0	0.0	0.0	11.1243	43.0	32.0	18190	5.106398000000127	-
F89735_SMED_G1	M1	12.0	-750.366088	0	0	0.0	0.0	0.9787			18190	5.106398000000127	-
F15277_MLIG_G1	M2	14.0	-1516.34546	0	0	0.0	0.0	0.1322	0.0	0.0	5730	-2.000000222324161e-06	-
F15277_MLIG_G1	M1	12.0	-1516.345459	0	0	0.0	0.0	0.1322			5730	-2.000000222324161e-06	-
F14475_MLIG_G1	M2	9.0	-1072.46282	0	0	0.0	0.0	999.0	0.0	0.0	5607	2.08782999999994	-
F14475_MLIG_G1	M1	7.0	-1073.506735	0	0	0.0026	0.0026	1.0			5607	2.08782999999994	-
F23302_SMED_G1	M1	7.0	-880.9493769999999	0	0	1.3766	3.2194	0.4276			7066	0.0	-
F23302_SMED_G1	M2	9.0	-880.9493769999999	0	0	1.3766	3.2194	0.4276	0.0	0.0	7066	0.0	-
F59545_TREG_G1	M2	7.0	-337.942817	0	0	0.0	0.0	998.9997	0.0	0.0	13174	0.8432759999999462	-
F59545_TREG_G1	M1	5.0	-338.36445499999996	0	0	0.0041	0.0041	1.0			13174	0.8432759999999462	-
F88497_MLIG_G1	M2	9.0	-476.71726399999994	0	0	0.0	0.0	436.4888	0.0	0.0	17986	0.9308920000000853	-
F88497_MLIG_G1	M1	7.0	-477.18271	0	0	0.0	0.0	1.0			17986	0.9308920000000853	-
F12671_MLIG_G1	M1	5.0	-2228.592235	0	0	0.7173	1.3358	0.537			4533	139.50013200000012	***
F12671_MLIG_G1	M2	7.0	-2158.842169	0	0	8.9041	0.0172	517.2162	161.0	146.0	4533	139.50013200000012	***
F86960_MLIG_G1	M1	5.0	-1312.544324	0	0	0.0024	0.0043	0.5542			17736	0.0	-
F86960_MLIG_G1	M2	7.0	-1312.544324	0	0	0.0021	0.0039	0.5542	0.0	0.0	17736	0.0	-
F44525_SMED_G1	M2	7.0	-592.5394150000001	0	0	6.7729	8.0963	0.8365	0.0	0.0	10684	3.999999967163603e-05	-
F44525_SMED_G1	M1	5.0	-592.5394349999999	0	0	12.6698	12.6698	1.0			10684	3.999999967163603e-05	-
F30556_MLIG_G1	M2	7.0	-171.52467	0	0	0.0	0.0	0.2063	0.0	0.0	8357	-1.4000000021496817e-05	-
F30556_MLIG_G1	M1	5.0	-171.52466299999998	0	0	0.0	0.0	0.0			8357	-1.4000000021496817e-05	-
F117635_MLIG_G1	M2	8.0	-2284.533112	0	0	0.0	0.0	2.8205	14.0	1.0	2961	5.5157179999996515	-
F117635_MLIG_G1	M1	6.0	-2287.290971	0	0	0.0	0.0	0.8787			2961	5.5157179999996515	-
F101868_MLIG_G1	M2	8.0	-988.207595	0	0	0.0	0.0	0.0591	0.0	0.0	314	4.000000217274646e-06	-
F101868_MLIG_G1	M1	6.0	-988.2075970000001	0	0	0.0	0.0	0.0591			314	4.000000217274646e-06	-
F50793_TSOL_G1	M1	5.0	-684.459408	0	0	0.0365	0.0641	0.5695			11730	0.3076680000001488	-
F50793_TSOL_G1	M2	7.0	-684.305574	0	0	0.0368	0.0552	0.6667	0.0	0.0	11730	0.3076680000001488	-
F9887_MLIG_G1	M2	14.0	-1206.853188	0	0	0.0	0.0	0.9917	0.0	0.0	19715	-2.423218000000361	-
F9887_MLIG_G1	M1	12.0	-1205.6415789999999	0	0	0.0	0.0	0.2105			19715	-2.423218000000361	-
F1630_MLIG_G1	M1	5.0	-305.463352	0	0	0.0003	0.0003	1.0			5903	0.38246399999991354	-
F1630_MLIG_G1	M2	7.0	-305.27212000000003	0	0	0.0	0.0	999.0	0.0	0.0	5903	0.38246399999991354	-
F41279_HMIC_G1	M2	8.0	-499.198033	0	0	0.0	0.0	1.0177	0.0	0.0	10133	0.0	-
F41279_HMIC_G1	M1	6.0	-499.198033	0	0	0.0	0.0	0.7434			10133	0.0	-
F59537_MLIG_G1	M1	5.0	-2957.309812	0	0	0.0019	0.0251	0.0752			13171	0.8438399999995454	-
F59537_MLIG_G1	M2	7.0	-2956.887892	0	0	0.0	0.0	0.1042	0.0	0.0	13171	0.8438399999995454	-
F59066_MCOR_G1	M1	5.0	-278.59562400000004	0	0	0.0245	0.0553	0.4429			13102	1.2978540000000294	-
F59066_MCOR_G1	M2	7.0	-277.94669700000003	0	0	0.034	0.0427	0.7968	0.0	0.0	13102	1.2978540000000294	-
F7666_MLIG_G1	M1	6.0	-198.713231	0	0	0.0	0.0	0.4745			16024	25.326243999999974	***
F7666_MLIG_G1	M2	8.0	-186.05010900000002	0	0	0.0	0.0	339.3018	7.0	3.0	16024	25.326243999999974	***
F3381_MLIG_G1	M1	5.0	-1802.066584	0	0	0.0007	0.0007	1.0			8912	0.3956359999997403	-
F3381_MLIG_G1	M2	7.0	-1801.868766	0	0	0.0	0.0	61.3073	0.0	0.0	8912	0.3956359999997403	-
F3271_MLIG_G1	M1	6.0	-377.658994	0	0	0.0	0.0	0.3082			8734	0.0	-
F3271_MLIG_G1	M2	8.0	-377.658994	0	0	0.0	0.0	0.3082	0.0	0.0	8734	0.0	-
F112333_MLIG_G1	M1	6.0	-1643.666837	0	0	0.0	0.0	0.2147			2065	0.03947000000016487	-
F112333_MLIG_G1	M2	8.0	-1643.647102	0	0	0.0	0.0	0.2016	0.0	0.0	2065	0.03947000000016487	-
F120405_MLIG_G1	M1	5.0	-1849.334756	0	0	0.0092	0.0427	0.2162			3447	58.85027200000013	***
F120405_MLIG_G1	M2	7.0	-1819.90962	0	0	0.1459	0.0162	8.9921	6.0	3.0	3447	58.85027200000013	***
F110292_MLIG_G1	M1	6.0	-1001.173883	0	0	0.0	0.0	0.1801			1705	1.9999999949504854e-06	-
F110292_MLIG_G1	M2	8.0	-1001.173882	0	0	0.0	0.0	0.1801	0.0	0.0	1705	1.9999999949504854e-06	-
F130207_SCUR_G1	M2	7.0	-3074.273803	0	0	0.0017	0.013000000000000001	0.1276	0.0	0.0	5129	1.99999976757681e-06	-
F130207_SCUR_G1	M1	5.0	-3074.273804	0	0	0.002	0.0155	0.1276			5129	1.99999976757681e-06	-
F44521_MLIG_G1	M2	8.0	-535.640872	0	0	0.0182	0.0556	0.3275	0.0	0.0	10682	6.000000212225132e-06	-
F44521_MLIG_G1	M1	6.0	-535.640875	0	0	0.0182	0.0556	0.3275			10682	6.000000212225132e-06	-
F26473_TREG_G2	M2	14.0	-2787.3218420000003	0	0	0.0	0.0	0.1017	0.0	0.0	7607	-9.453738000000158	-
F26473_TREG_G2	M1	12.0	-2782.594973	0	0	0.0	0.0	0.1378			7607	-9.453738000000158	-
F122466_SMED_G1	M2	7.0	-401.184841	0	0	0.0	0.0	999.0	0.0	0.0	3852	0.855762000000027	-
F122466_SMED_G1	M1	5.0	-401.612722	0	0	0.0034	0.0034	1.0			3852	0.855762000000027	-
F44482_MLIG_G1	M1	6.0	-1007.246116	0	0	0.0	0.0	1.0			10670	0.23570599999993647	-
F44482_MLIG_G1	M2	8.0	-1007.1282630000001	0	0	0.0	0.0	218.7006	0.0	0.0	10670	0.23570599999993647	-
F125969_MLIG_G1	M2	7.0	-6337.302403	0	0	4.1757	4.1757	1.0	0.0	0.0	4414	0.0	-
F125969_MLIG_G1	M1	5.0	-6337.302403	0	0	4.1757	4.1757	1.0			4414	0.0	-
F57731_MLIG_G1	M1	6.0	-359.912144	0	0	0.0086	0.0086	1.0			12902	4.867759999999976	-
F57731_MLIG_G1	M2	8.0	-357.478264	0	0	0.0	0.0	999.0	7.0	0.0	12902	4.867759999999976	-
F6481_MLIG_G1	M1	6.0	-1258.035889	0	0	0.0	0.0	0.1497			14058	2.2000000171829015e-05	-
F6481_MLIG_G1	M2	8.0	-1258.035878	0	0	0.0	0.0	0.1497	0.0	0.0	14058	2.2000000171829015e-05	-
F36730_MLIG_G1	M2	8.0	-906.003169	0	0	0.0	0.0155	0.0	0.0	0.0	9394	0.0006019999998443382	-
F36730_MLIG_G1	M1	6.0	-906.0034699999999	0	0	0.0	0.0155	0.0			9394	0.0006019999998443382	-
F99553_MLIG_G1	M1	5.0	-864.6269880000001	0	0	0.0	0.0	1.0			19819	1.4000000192027073e-05	-
F99553_MLIG_G1	M2	7.0	-864.626981	0	0	0.0	0.0	1.0	0.0	0.0	19819	1.4000000192027073e-05	-
F104286_MLIG_G1	M2	8.0	-2048.797116	0	0	0.0	0.0	0.155	0.0	0.0	698	6.000000212225132e-06	-
F104286_MLIG_G1	M1	6.0	-2048.7971190000003	0	0	0.0	0.0	0.155			698	6.000000212225132e-06	-
F30506_MLIG_G1	M2	8.0	-1339.857308	0	0	0.0	0.0	2.1383	0.0	0.0	8351	3.389929999999822	-
F30506_MLIG_G1	M1	6.0	-1341.552273	0	0	0.0	0.0	1.0			8351	3.389929999999822	-
F122873_MLIG_G1	M1	5.0	-843.274215	0	0	0.2788	0.5642	0.4942			3918	29.450118000000202	***
F122873_MLIG_G1	M2	7.0	-828.5491559999999	0	0	9.6325	0.1166	82.598	22.0	7.0	3918	29.450118000000202	***
F44506_TSAG_G1	M1	5.0	-1052.204197	0	0	0.0111	0.0571	0.1948			10676	73.67325400000027	***
F44506_TSAG_G1	M2	7.0	-1015.3675699999999	0	0	0.3873	0.0094	41.2343	6.0	1.0	10676	73.67325400000027	***
F3608_MCOR_G1	M1	5.0	-1009.7112490000001	0	0	0.0587	0.2209	0.2658			9291	0.0	-
F3608_MCOR_G1	M2	7.0	-1009.7112490000001	0	0	0.0587	0.2209	0.2658	0.0	0.0	9291	0.0	-
F30660_SMED_G1	M2	7.0	-497.18409	0	0	4.9092	1.1602	4.2312	0.0	0.0	8377	0.8572459999999182	-
F30660_SMED_G1	M1	5.0	-497.612713	0	0	0.1654	1.4564	0.1136			8377	0.8572459999999182	-
F126784_MLIG_G1	M1	7.0	-511.803322	0	0	0.0	0.0	0.0			4541	7.999999991170625e-05	-
F126784_MLIG_G1	M2	9.0	-511.803282	0	0	0.0	0.0	0.0	0.0	0.0	4541	7.999999991170625e-05	-
F69354_MLIG_G1	M1	5.0	-5132.625699	0	0	0.0	0.0	0.1257			14846	6.000000212225132e-06	-
F69354_MLIG_G1	M2	7.0	-5132.625696	0	0	0.0	0.0	0.1257	0.0	0.0	14846	6.000000212225132e-06	-
F65371_MLIG_G1	M2	8.0	-309.52476	0	0	0.0	0.0	1.7252	0.0	0.0	14158	0.14416399999993246	-
F65371_MLIG_G1	M1	6.0	-309.596842	0	0	0.0	0.0	1.0			14158	0.14416399999993246	-
F88260_MLIG_G1	M2	7.0	-2531.492487	0	0	1.8418	0.5992	3.0737	71.0	4.0	17949	105.84653799999978	***
F88260_MLIG_G1	M1	5.0	-2584.415756	0	0	0.6824	0.6824	1.0			17949	105.84653799999978	***
F101520_MLIG_G1	M2	7.0	-3780.337246	0	0	0.0	0.0	0.0643	0.0	0.0	258	-8.799999977782136e-05	-
F101520_MLIG_G1	M1	5.0	-3780.337202	0	0	0.0009	0.0137	0.0642			258	-8.799999977782136e-05	-
F27698_MLIG_G1	M1	12.0	-2139.870394	0	0	0.0	0.0	0.5401			7889	22.50720000000001	***
F27698_MLIG_G1	M2	14.0	-2128.616794	0	0	0.0	0.0	3.9912	31.0	1.0	7889	22.50720000000001	***
F85054_SMED_G1	M1	14.0	-194.72806200000002	0	0	0.0119	0.0119	1.0			17406	0.006890000000055352	-
F85054_SMED_G1	M2	16.0	-194.724617	0	0	0.0	0.0	1.0455	0.0	0.0	17406	0.006890000000055352	-
F11398_MLIG_G1	M1	6.0	-3057.225214	0	0	0.0	0.0	0.1389			2348	2.8000000384054147e-05	-
F11398_MLIG_G1	M2	8.0	-3057.2252	0	0	0.0	0.0	0.1389	0.0	0.0	2348	2.8000000384054147e-05	-
F103766_MLIG_G1	M1	5.0	-1996.7902550000001	0	0	0.0154	0.075	0.2049			615	94.42851200000041	***
F103766_MLIG_G1	M2	7.0	-1949.575999	0	0	0.294	0.0049	60.008	19.0	17.0	615	94.42851200000041	***
F34488_MLIG_G1	M1	5.0	-970.9854220000001	0	0	0.5167	1.159	0.4458			9024	98.73477000000025	***
F34488_MLIG_G1	M2	7.0	-921.618037	0	0	2.8314	0.006999999999999999	404.2331	60.0	57.0	9024	98.73477000000025	***
F112518_MLIG_G1	M2	7.0	-4809.464112	0	0	0.0	0.0	0.9635	0.0	0.0	2097	-0.0003660000002128072	-
F112518_MLIG_G1	M1	5.0	-4809.463929	0	0	0.0	0.0	0.9574			2097	-0.0003660000002128072	-
F82029_MLIG_G1	M2	8.0	-849.8046199999999	0	0	0.0	0.0	0.1706	0.0	0.0	16904	5.600000031336094e-05	-
F82029_MLIG_G1	M1	6.0	-849.804648	0	0	0.0	0.0	0.1706			16904	5.600000031336094e-05	-
F24158_MLIG_G1	M1	5.0	-226.545177	0	0	0.0	0.1449	0.0			7196	0.000559999999950378	-
F24158_MLIG_G1	M2	7.0	-226.54489700000002	0	0	0.0	0.1443	0.0	0.0	0.0	7196	0.000559999999950378	-
F83577_SMED_G1	M2	7.0	-412.75742599999995	0	0	0.0	0.0	0.1651	0.0	0.0	17153	0.0007640000001174485	-
F83577_SMED_G1	M1	5.0	-412.757808	0	0	0.0045	0.0271	0.1651			17153	0.0007640000001174485	-
F30966_MLIG_G1	M2	7.0	-1368.5605560000001	0	0	0.0	0.0	1.3485	0.0	0.0	8435	0.0811439999997674	-
F30966_MLIG_G1	M1	5.0	-1368.601128	0	0	0.0017	0.0017	1.0			8435	0.0811439999997674	-
F130049_TASI_G1	M2	7.0	-1163.771853	0	0	0.0	0.0	0.1414	0.0	0.0	5096	-0.0002519999998185085	-
F130049_TASI_G1	M1	5.0	-1163.771727	0	0	0.0	0.0	0.0			5096	-0.0002519999998185085	-
F70559_SMED_G1	M2	7.0	-264.369417	0	0	0.0503	0.0466	1.0789	0.0	0.0	15042	2.5244519999999966	-
F70559_SMED_G1	M1	5.0	-265.631643	0	0	0.0147	0.047	0.3137			15042	2.5244519999999966	-
F28356_SMED_G1	M2	16.0	-626.830408	0	0	0.0	0.0	0.6804	0.0	0.0	8008	0.3301400000000285	-
F28356_SMED_G1	M1	14.0	-626.995478	0	0	0.0	0.0	0.6226			8008	0.3301400000000285	-
F53221_MLIG_G1	M1	6.0	-1394.8942539999998	0	0	0.0007	0.0105	0.0671			12134	3.599999990910874e-05	-
F53221_MLIG_G1	M2	8.0	-1394.8942359999999	0	0	0.0007	0.0105	0.0671	0.0	0.0	12134	3.599999990910874e-05	-
F87433_MLIG_G1	M2	8.0	-988.4390199999999	0	0	0.0017	0.0114	0.151	0.0	0.0	17822	6.000000212225132e-06	-
F87433_MLIG_G1	M1	6.0	-988.439023	0	0	0.0017	0.0114	0.151			17822	6.000000212225132e-06	-
F42101_MLIG_G1	M2	8.0	-2975.881822	0	0	0.0011	0.0149	0.0712	0.0	0.0	10281	1.6000000869098585e-05	-
F42101_MLIG_G1	M1	6.0	-2975.8818300000003	0	0	0.0011	0.0149	0.0712			10281	1.6000000869098585e-05	-
F8362_MLIG_G1	M1	6.0	-1037.07435	0	0	0.0	0.0	0.1161			17167	6.000000212225132e-06	-
F8362_MLIG_G1	M2	8.0	-1037.074347	0	0	0.0	0.0	0.1161	0.0	0.0	17167	6.000000212225132e-06	-
F66513_MLIG_G1	M1	6.0	-677.927951	0	0	0.0	0.0	1.0			14389	0.0008680000000822474	-
F66513_MLIG_G1	M2	8.0	-677.927517	0	0	0.0	0.0	1.0	0.0	0.0	14389	0.0008680000000822474	-
F81685_MLIG_G1	M2	8.0	-264.623945	0	0	0.0	0.0283	0.0	0.0	0.0	16834	0.00017400000001543958	-
F81685_MLIG_G1	M1	6.0	-264.624032	0	0	0.0	0.0283	0.0			16834	0.00017400000001543958	-
F172_SMED_G1	M2	7.0	-1464.085342	0	0	15.7185	18.997	0.8274	0.0	0.0	6063	-3.5375739999999496	-
